run_label,view_distance,cells_per_axis,min_footprint_cells,max_footprint_cells,seed,chunk_size,building_chunk_radius,max_buildings_per_chunk,elapsed_seconds,distance_world,fps,active_chunks,generated_chunks_delta,analyzed_chunks_delta,wfc_attempts_delta,wfc_successes_delta,wfc_failures_delta,active_building_chunks,active_building_blueprints,avg_chunk_generation_ms,avg_analysis_ms,avg_wfc_ms,last_chunk_generation_ms,last_analysis_ms,last_wfc_ms,visible_buildable_cells,visible_buildable_ratio,allocated_memory_mb,gpu_texture_mb
baseline_b_1,10,16,3,5,202,128,10,1,0,0,413.0098,441,0,0,0,0,0,217,217,744.3517,0.4405,0.0289,1120.321,0.4246,0.0095,31200,0.2764,623.6449,27.5625
baseline_b_1,10,16,3,5,202,128,10,1,0.0074,0.2676,130.7738,441,0,0,0,0,0,217,217,744.3517,0.4405,0.0289,1120.321,0.4246,0.0095,31200,0.2764,623.6875,27.5625
baseline_b_1,10,16,3,5,202,128,10,1,0.5081,17.7938,410.7549,441,0,0,0,0,0,217,217,744.3517,0.4405,0.0289,1120.321,0.4246,0.0095,31200,0.2764,623.0145,27.5625
baseline_b_1,10,16,3,5,202,128,10,1,1.0085,35.3073,435.4689,441,0,0,0,0,0,217,217,744.3517,0.4405,0.0289,1120.321,0.4246,0.0095,31200,0.2764,623.0189,27.5625
baseline_b_1,10,16,3,5,202,128,10,1,1.5138,52.9936,165.8157,441,0,0,0,0,0,217,217,744.3517,0.4405,0.0289,1120.321,0.4246,0.0095,31200,0.2764,623.1564,27.5625
baseline_b_1,10,16,3,5,202,128,10,1,2.016,70.5695,447.7779,441,0,0,0,0,0,217,217,744.3517,0.4405,0.0289,1120.321,0.4246,0.0095,31200,0.2764,623.1436,27.5625
baseline_b_1,10,16,3,5,202,128,10,1,2.5161,88.0731,438.5163,441,0,0,0,0,0,217,217,744.3517,0.4405,0.0289,1120.321,0.4246,0.0095,31200,0.2764,622.9835,27.5625
baseline_b_1,10,16,3,5,202,128,10,1,3.0219,105.7775,165.3132,441,0,0,0,0,0,217,217,744.3517,0.4405,0.0289,1120.321,0.4246,0.0095,31200,0.2764,622.9863,27.5625
baseline_b_1,10,16,3,5,202,128,10,1,3.5223,123.289,162.7108,441,0,0,0,0,0,217,217,744.3517,0.4405,0.0289,1120.321,0.4246,0.0095,31200,0.2764,622.972,27.5625
baseline_b_1,10,16,3,5,202,128,10,1,4.0229,140.8119,446.2126,462,21,21,6,6,0,223,223,711.5078,0.4394,0.0285,34.7138,0.3729,0.0086,32254,0.2727,642.7686,28.875
baseline_b_1,10,16,3,5,202,128,10,1,4.5244,158.363,452.9755,462,21,21,6,6,0,223,223,711.5078,0.4394,0.0285,34.7138,0.3729,0.0086,32254,0.2727,642.9158,28.875
baseline_b_1,10,16,3,5,202,128,10,1,5.0246,175.8707,430.7018,462,21,21,6,6,0,223,223,711.5078,0.4394,0.0285,34.7138,0.3729,0.0086,32254,0.2727,642.7524,28.875
baseline_b_1,10,16,3,5,202,128,10,1,5.5307,193.583,154.8068,462,21,21,6,6,0,223,223,711.5078,0.4394,0.0285,34.7138,0.3729,0.0086,32254,0.2727,642.7436,28.875
baseline_b_1,10,16,3,5,202,128,10,1,6.0327,211.154,455.9704,462,21,21,6,6,0,223,223,711.5078,0.4394,0.0285,34.7138,0.3729,0.0086,32254,0.2727,642.7382,28.875
baseline_b_1,10,16,3,5,202,128,10,1,6.5327,228.6541,444.6996,462,21,21,6,6,0,223,223,711.5078,0.4394,0.0285,34.7138,0.3729,0.0086,32254,0.2727,642.7287,28.875
baseline_b_1,10,16,3,5,202,128,10,1,7.0328,246.1577,440.7632,462,21,21,6,6,0,223,223,711.5078,0.4394,0.0285,34.7138,0.3729,0.0086,32254,0.2727,642.7233,28.875
baseline_b_1,10,16,3,5,202,128,10,1,7.5338,263.6935,396.0919,483,42,42,10,10,0,227,227,681.7579,0.4381,0.0279,40.1764,0.3967,0.0095,33025,0.2671,662.272,30.1875
baseline_b_1,10,16,3,5,202,128,10,1,8.0342,281.2069,433.4713,483,42,42,10,10,0,227,227,681.7579,0.4381,0.0279,40.1764,0.3967,0.0095,33025,0.2671,662.2679,30.1875
baseline_b_1,10,16,3,5,202,128,10,1,8.5388,298.868,163.893,483,42,42,10,10,0,227,227,681.7579,0.4381,0.0279,40.1764,0.3967,0.0095,33025,0.2671,662.4166,30.1875
baseline_b_1,10,16,3,5,202,128,10,1,9.0406,316.4296,478.4783,483,42,42,10,10,0,227,227,681.7579,0.4381,0.0279,40.1764,0.3967,0.0095,33025,0.2671,662.488,30.1875
baseline_b_1,10,16,3,5,202,128,10,1,9.5409,333.9405,475.2005,483,42,42,10,10,0,227,227,681.7579,0.4381,0.0279,40.1764,0.3967,0.0095,33025,0.2671,662.4745,30.1875
baseline_b_1,10,16,3,5,202,128,10,1,10.041,351.4457,446.3289,483,42,42,10,10,0,227,227,681.7579,0.4381,0.0279,40.1764,0.3967,0.0095,33025,0.2671,662.3017,30.1875
baseline_b_1,10,16,3,5,202,128,10,1,10.5474,369.1676,157.1606,483,42,42,10,10,0,227,227,681.7579,0.4381,0.0279,40.1764,0.3967,0.0095,33025,0.2671,662.4631,30.1875
baseline_b_1,10,16,3,5,202,128,10,1,11.0486,386.7112,421.8147,483,63,63,20,20,0,229,229,654.2712,0.4373,0.0275,35.6598,0.4063,0.0172,33111,0.2678,662.5346,30.1875
baseline_b_1,10,16,3,5,202,128,10,1,11.5494,404.2384,436.34,483,63,63,20,20,0,229,229,654.2712,0.4373,0.0275,35.6598,0.4063,0.0172,33111,0.2678,662.5054,30.1875
baseline_b_1,10,16,3,5,202,128,10,1,12.0496,421.7457,448.615,483,63,63,20,20,0,229,229,654.2712,0.4373,0.0275,35.6598,0.4063,0.0172,33111,0.2678,662.5035,30.1875
baseline_b_1,10,16,3,5,202,128,10,1,12.5555,439.4508,162.6523,483,63,63,20,20,0,229,229,654.2712,0.4373,0.0275,35.6598,0.4063,0.0172,33111,0.2678,662.4959,30.1875
baseline_b_1,10,16,3,5,202,128,10,1,13.0639,457.2455,70.603,483,63,63,20,20,0,229,229,654.2712,0.4373,0.0275,35.6598,0.4063,0.0172,33111,0.2678,662.5715,30.1875
baseline_b_1,10,16,3,5,202,128,10,1,13.5658,474.8127,452.5995,483,63,63,20,20,0,229,229,654.2712,0.4373,0.0275,35.6598,0.4063,0.0172,33111,0.2678,662.3912,30.1875
baseline_b_1,10,16,3,5,202,128,10,1,14.0661,492.3235,435.3584,483,63,63,20,20,0,229,229,654.2712,0.4373,0.0275,35.6598,0.4063,0.0172,33111,0.2678,662.3879,30.1875
baseline_b_1,10,16,3,5,202,128,10,1,14.5737,508.5805,122.3634,483,84,84,33,33,0,234,234,629.561,0.4372,0.0278,55.7346,0.4101,0.042,34081,0.2756,663.8576,30.1875
baseline_b_1,10,16,3,5,202,128,10,1,15.0754,527.6488,435.5401,483,84,84,33,33,0,234,234,629.561,0.4372,0.0278,55.7346,0.4101,0.042,34081,0.2756,662.8955,30.1875
