run_label,view_distance,cells_per_axis,min_footprint_cells,max_footprint_cells,seed,chunk_size,building_chunk_radius,max_buildings_per_chunk,elapsed_seconds,distance_world,fps,active_chunks,generated_chunks_delta,analyzed_chunks_delta,wfc_attempts_delta,wfc_successes_delta,wfc_failures_delta,active_building_chunks,active_building_blueprints,avg_chunk_generation_ms,avg_analysis_ms,avg_wfc_ms,last_chunk_generation_ms,last_analysis_ms,last_wfc_ms,visible_buildable_cells,visible_buildable_ratio,allocated_memory_mb,gpu_texture_mb
baseline_c_2,10,16,3,5,303,128,10,1,0,0,386.1315,441,0,0,0,0,0,188,188,669.9682,0.4308,0.0255,969.8735,0.4234,0.0477,27024,0.2394,621.7476,27.5625
baseline_c_2,10,16,3,5,303,128,10,1,0.0048,0.1792,195.3077,441,0,0,0,0,0,188,188,669.9682,0.4308,0.0255,969.8735,0.4234,0.0477,27024,0.2394,621.7872,27.5625
baseline_c_2,10,16,3,5,303,128,10,1,0.5066,17.7402,174.3046,441,0,0,0,0,0,188,188,669.9682,0.4308,0.0255,969.8735,0.4234,0.0477,27024,0.2394,622.3809,27.5625
baseline_c_2,10,16,3,5,303,128,10,1,1.0067,35.2447,166.8555,441,0,0,0,0,0,188,188,669.9682,0.4308,0.0255,969.8735,0.4234,0.0477,27024,0.2394,622.1972,27.5625
baseline_c_2,10,16,3,5,303,128,10,1,1.5087,52.8143,442.7063,441,0,0,0,0,0,188,188,669.9682,0.4308,0.0255,969.8735,0.4234,0.0477,27024,0.2394,622.1857,27.5625
baseline_c_2,10,16,3,5,303,128,10,1,2.0088,70.3187,427.7312,441,0,0,0,0,0,188,188,669.9682,0.4308,0.0255,969.8735,0.4234,0.0477,27024,0.2394,622.0135,27.5625
baseline_c_2,10,16,3,5,303,128,10,1,2.5089,87.8225,427.3123,441,0,0,0,0,0,188,188,669.9682,0.4308,0.0255,969.8735,0.4234,0.0477,27024,0.2394,622.0014,27.5625
baseline_c_2,10,16,3,5,303,128,10,1,3.0092,105.333,446.6112,441,0,0,0,0,0,188,188,669.9682,0.4308,0.0255,969.8735,0.4234,0.0477,27024,0.2394,621.8717,27.5625
baseline_c_2,10,16,3,5,303,128,10,1,3.5094,122.8377,432.8068,441,0,0,0,0,0,188,188,669.9682,0.4308,0.0255,969.8735,0.4234,0.0477,27024,0.2394,621.7943,27.5625
baseline_c_2,10,16,3,5,303,128,10,1,4.0107,140.3837,427.0995,462,21,21,8,8,0,196,196,640.5319,0.4307,0.0254,35.388,0.4377,0.0324,28600,0.2418,642.0673,28.875
baseline_c_2,10,16,3,5,303,128,10,1,4.515,158.0346,171.1828,462,21,21,8,8,0,196,196,640.5319,0.4307,0.0254,35.388,0.4377,0.0324,28600,0.2418,642.4241,28.875
baseline_c_2,10,16,3,5,303,128,10,1,5.0151,175.5381,170.4098,462,21,21,8,8,0,196,196,640.5319,0.4307,0.0254,35.388,0.4377,0.0324,28600,0.2418,642.2735,28.875
baseline_c_2,10,16,3,5,303,128,10,1,5.5173,193.1153,432.6195,462,21,21,8,8,0,196,196,640.5319,0.4307,0.0254,35.388,0.4377,0.0324,28600,0.2418,642.3221,28.875
baseline_c_2,10,16,3,5,303,128,10,1,6.0235,210.832,154.2853,462,21,21,8,8,0,196,196,640.5319,0.4307,0.0254,35.388,0.4377,0.0324,28600,0.2418,642.3106,28.875
baseline_c_2,10,16,3,5,303,128,10,1,6.5256,228.4075,425.3962,462,21,21,8,8,0,196,196,640.5319,0.4307,0.0254,35.388,0.4377,0.0324,28600,0.2418,642.0716,28.875
baseline_c_2,10,16,3,5,303,128,10,1,7.0317,246.1189,161.9674,462,21,21,8,8,0,196,196,640.5319,0.4307,0.0254,35.388,0.4377,0.0324,28600,0.2418,642.2991,28.875
baseline_c_2,10,16,3,5,303,128,10,1,7.5332,263.6731,419.2944,483,42,42,20,20,0,208,208,613.9528,0.4311,0.0254,43.1194,0.4206,0.0191,30257,0.2447,662.5612,30.1875
baseline_c_2,10,16,3,5,303,128,10,1,8.0341,281.2041,431.1428,483,42,42,20,20,0,208,208,613.9528,0.4311,0.0254,43.1194,0.4206,0.0191,30257,0.2447,662.553,30.1875
baseline_c_2,10,16,3,5,303,128,10,1,8.5342,298.7057,420.6099,483,42,42,20,20,0,208,208,613.9528,0.4311,0.0254,43.1194,0.4206,0.0191,30257,0.2447,662.3977,30.1875
baseline_c_2,10,16,3,5,303,128,10,1,9.0364,316.2845,414.6295,483,42,42,20,20,0,208,208,613.9528,0.4311,0.0254,43.1194,0.4206,0.0191,30257,0.2447,662.5523,30.1875
baseline_c_2,10,16,3,5,303,128,10,1,9.5375,333.8229,434.8849,483,42,42,20,20,0,208,208,613.9528,0.4311,0.0254,43.1194,0.4206,0.0191,30257,0.2447,662.5516,30.1875
baseline_c_2,10,16,3,5,303,128,10,1,10.0397,351.3996,434.5072,483,42,42,20,20,0,208,208,613.9528,0.4311,0.0254,43.1194,0.4206,0.0191,30257,0.2447,662.5484,30.1875
baseline_c_2,10,16,3,5,303,128,10,1,10.5399,368.9078,155.7693,483,42,42,20,20,0,208,208,613.9528,0.4311,0.0254,43.1194,0.4206,0.0191,30257,0.2447,662.5957,30.1875
baseline_c_2,10,16,3,5,303,128,10,1,11.0405,386.426,355.4713,483,63,63,34,34,0,217,217,589.7224,0.4309,0.0256,50.3731,0.4311,0.0267,31564,0.2553,663.5117,30.1875
baseline_c_2,10,16,3,5,303,128,10,1,11.5428,404.0083,420.3816,483,63,63,34,34,0,217,217,589.7224,0.4309,0.0256,50.3731,0.4311,0.0267,31564,0.2553,663.6575,30.1875
