run_id,run_label,started_utc,view_distance,cells_per_axis,min_footprint_cells,max_footprint_cells,seed,chunk_size,building_chunk_radius,max_buildings_per_chunk,duration_seconds,move_speed_world_units_per_second,distance_world,sample_count,generated_chunks,analyzed_chunks,wfc_chunk_generation_events,wfc_chunks_with_buildings,wfc_chunks_without_buildings,wfc_chunk_success_rate,wfc_solver_attempts,wfc_solver_successes,wfc_solver_failures,wfc_solver_success_rate,avg_chunk_generation_ms,min_chunk_generation_ms,max_chunk_generation_ms,avg_analysis_ms,min_analysis_ms,max_analysis_ms,avg_wfc_ms,min_wfc_ms,max_wfc_ms,final_active_chunks,final_active_building_blueprints,final_visible_buildable_ratio,peak_allocated_memory_mb,peak_gpu_texture_mb,cpu,gpu,system_memory_mb,unity_version,platform,samples_file
20260503_132303_baseline_a_1,baseline_a_1,2026-05-03T13:23:03.6306590Z,10,16,3,5,0,128,10,1,60,35,2100.024,122,336,336,336,155,181,0.4613,155,155,0,1,365.4601,6.5269,934.0135,0.4163,0.3713,0.8692,0.024,0.0073,2.174,483,232,0.2794,663.0392,30.1875,Apple M4 Pro,Apple M4 Pro,24576,2022.3.62f2,OSXEditor,/Users/egemenaybir/Documents/Unity Projects/HybridGen/BenchmarkResults/samples_20260503_132303_baseline_a_1.csv
