run_label,view_distance,cells_per_axis,min_footprint_cells,max_footprint_cells,seed,chunk_size,building_chunk_radius,max_buildings_per_chunk,elapsed_seconds,distance_world,fps,active_chunks,generated_chunks_delta,analyzed_chunks_delta,wfc_attempts_delta,wfc_successes_delta,wfc_failures_delta,active_building_chunks,active_building_blueprints,avg_chunk_generation_ms,avg_analysis_ms,avg_wfc_ms,last_chunk_generation_ms,last_analysis_ms,last_wfc_ms,visible_buildable_cells,visible_buildable_ratio,allocated_memory_mb,gpu_texture_mb
baseline_a_1,10,16,3,5,0,128,10,1,0,0,398.4394,441,0,0,0,0,0,188,188,626.707,0.4122,0.0252,934.0135,0.3858,0.0181,28597,0.2533,639.9344,27.5625
baseline_a_1,10,16,3,5,0,128,10,1,0.0048,0.1757,199.228,441,0,0,0,0,0,188,188,626.707,0.4122,0.0252,934.0135,0.3858,0.0181,28597,0.2533,639.9774,27.5625
baseline_a_1,10,16,3,5,0,128,10,1,0.5069,17.7498,365.8983,441,0,0,0,0,0,188,188,626.707,0.4122,0.0252,934.0135,0.3858,0.0181,28597,0.2533,637.1432,27.5625
baseline_a_1,10,16,3,5,0,128,10,1,1.0095,35.341,364.5477,441,0,0,0,0,0,188,188,626.707,0.4122,0.0252,934.0135,0.3858,0.0181,28597,0.2533,634.0966,27.5625
baseline_a_1,10,16,3,5,0,128,10,1,1.5117,52.9176,342.5146,441,0,0,0,0,0,188,188,626.707,0.4122,0.0252,934.0135,0.3858,0.0181,28597,0.2533,631.3968,27.5625
baseline_a_1,10,16,3,5,0,128,10,1,2.0137,70.4872,400.0667,441,0,0,0,0,0,188,188,626.707,0.4122,0.0252,934.0135,0.3858,0.0181,28597,0.2533,628.3978,27.5625
baseline_a_1,10,16,3,5,0,128,10,1,2.516,88.0703,420.2933,441,0,0,0,0,0,188,188,626.707,0.4122,0.0252,934.0135,0.3858,0.0181,28597,0.2533,625.9801,27.5625
baseline_a_1,10,16,3,5,0,128,10,1,3.0168,105.5989,402.2122,441,0,0,0,0,0,188,188,626.707,0.4122,0.0252,934.0135,0.3858,0.0181,28597,0.2533,622.5971,27.5625
baseline_a_1,10,16,3,5,0,128,10,1,3.5182,123.1475,436.0386,441,0,0,0,0,0,188,188,626.707,0.4122,0.0252,934.0135,0.3858,0.0181,28597,0.2533,619.3854,27.5625
baseline_a_1,10,16,3,5,0,128,10,1,4.0205,140.7278,405.0018,462,21,21,10,10,0,198,198,599.1902,0.4127,0.0252,35.2459,0.3986,0.0181,30240,0.2557,639.5797,28.875
baseline_a_1,10,16,3,5,0,128,10,1,4.5216,158.2651,391.664,462,21,21,10,10,0,198,198,599.1902,0.4127,0.0252,35.2459,0.3986,0.0181,30240,0.2557,639.4177,28.875
baseline_a_1,10,16,3,5,0,128,10,1,5.0239,175.8475,385.5917,462,21,21,10,10,0,198,198,599.1902,0.4127,0.0252,35.2459,0.3986,0.0181,30240,0.2557,639.2535,28.875
baseline_a_1,10,16,3,5,0,128,10,1,5.5254,193.3968,397.6538,462,21,21,10,10,0,198,198,599.1902,0.4127,0.0252,35.2459,0.3986,0.0181,30240,0.2557,639.248,28.875
baseline_a_1,10,16,3,5,0,128,10,1,6.0255,210.9008,379.2368,462,21,21,10,10,0,198,198,599.1902,0.4127,0.0252,35.2459,0.3986,0.0181,30240,0.2557,639.2947,28.875
baseline_a_1,10,16,3,5,0,128,10,1,6.5311,228.5979,168.026,462,21,21,10,10,0,198,198,599.1902,0.4127,0.0252,35.2459,0.3986,0.0181,30240,0.2557,639.4615,28.875
baseline_a_1,10,16,3,5,0,128,10,1,7.0313,246.1034,168.9391,462,21,21,10,10,0,198,198,599.1902,0.4127,0.0252,35.2459,0.3986,0.0181,30240,0.2557,639.4528,28.875
baseline_a_1,10,16,3,5,0,128,10,1,7.5324,263.6442,384.3322,483,42,42,18,18,0,206,206,574.1739,0.4132,0.0251,37.7388,0.4063,0.0086,31854,0.2576,659.5255,30.1875
baseline_a_1,10,16,3,5,0,128,10,1,8.0331,281.1694,363.9617,483,42,42,18,18,0,206,206,574.1739,0.4132,0.0251,37.7388,0.4063,0.0086,31854,0.2576,659.5247,30.1875
baseline_a_1,10,16,3,5,0,128,10,1,8.5354,298.7493,383.3132,483,42,42,18,18,0,206,206,574.1739,0.4132,0.0251,37.7388,0.4063,0.0086,31854,0.2576,659.6666,30.1875
baseline_a_1,10,16,3,5,0,128,10,1,9.036,316.2703,400.6677,483,42,42,18,18,0,206,206,574.1739,0.4132,0.0251,37.7388,0.4063,0.0086,31854,0.2576,659.3514,30.1875
baseline_a_1,10,16,3,5,0,128,10,1,9.5375,333.8232,415.5197,483,42,42,18,18,0,206,206,574.1739,0.4132,0.0251,37.7388,0.4063,0.0086,31854,0.2576,659.337,30.1875
baseline_a_1,10,16,3,5,0,128,10,1,10.0376,351.3254,421.2818,483,42,42,18,18,0,206,206,574.1739,0.4132,0.0251,37.7388,0.4063,0.0086,31854,0.2576,659.3296,30.1875
baseline_a_1,10,16,3,5,0,128,10,1,10.5389,368.8695,428.7323,483,42,42,18,18,0,206,206,574.1739,0.4132,0.0251,37.7388,0.4063,0.0086,31854,0.2576,659.3174,30.1875
baseline_a_1,10,16,3,5,0,128,10,1,11.0403,386.419,378.9733,483,63,63,30,30,0,209,209,551.2317,0.4137,0.0251,37.9887,0.412,0.0095,32104,0.2596,659.5476,30.1875
baseline_a_1,10,16,3,5,0,128,10,1,11.5414,403.9595,393.3589,483,63,63,30,30,0,209,209,551.2317,0.4137,0.0251,37.9887,0.412,0.0095,32104,0.2596,659.5125,30.1875
baseline_a_1,10,16,3,5,0,128,10,1,12.0417,421.4701,399.5605,483,63,63,30,30,0,209,209,551.2317,0.4137,0.0251,37.9887,0.412,0.0095,32104,0.2596,659.5065,30.1875
baseline_a_1,10,16,3,5,0,128,10,1,12.5441,439.0535,418.5121,483,63,63,30,30,0,209,209,551.2317,0.4137,0.0251,37.9887,0.412,0.0095,32104,0.2596,659.5051,30.1875
baseline_a_1,10,16,3,5,0,128,10,1,13.0442,456.5544,416.0888,483,63,63,30,30,0,209,209,551.2317,0.4137,0.0251,37.9887,0.412,0.0095,32104,0.2596,659.5066,30.1875
baseline_a_1,10,16,3,5,0,128,10,1,13.5464,474.1346,384.7079,483,63,63,30,30,0,209,209,551.2317,0.4137,0.0251,37.9887,0.412,0.0095,32104,0.2596,659.499,30.1875
baseline_a_1,10,16,3,5,0,128,10,1,14.0481,491.6917,430.2926,483,63,63,30,30,0,209,209,551.2317,0.4137,0.0251,37.9887,0.412,0.0095,32104,0.2596,659.4978,30.1875
baseline_a_1,10,16,3,5,0,128,10,1,14.5511,508.3202,179.8858,483,84,84,38,38,0,206,206,530.0675,0.4138,0.0248,35.2249,0.4139,0.0114,31425,0.2541,660.5429,30.1875
baseline_a_1,10,16,3,5,0,128,10,1,15.0521,526.8309,382.5312,483,84,84,38,38,0,206,206,530.0675,0.4138,0.0248,35.2249,0.4139,0.0114,31425,0.2541,659.4027,30.1875
baseline_a_1,10,16,3,5,0,128,10,1,15.5532,544.3718,402.6981,483,84,84,38,38,0,206,206,530.0675,0.4138,0.0248,35.2249,0.4139,0.0114,31425,0.2541,659.3917,30.1875
baseline_a_1,10,16,3,5,0,128,10,1,16.0536,561.8825,432.1211,483,84,84,38,38,0,206,206,530.0675,0.4138,0.0248,35.2249,0.4139,0.0114,31425,0.2541,659.3823,30.1875
baseline_a_1,10,16,3,5,0,128,10,1,16.555,579.4339,440.5207,483,84,84,38,38,0,206,206,530.0675,0.4138,0.0248,35.2249,0.4139,0.0114,31425,0.2541,659.2155,30.1875
baseline_a_1,10,16,3,5,0,128,10,1,17.0557,596.9567,428.2655,483,84,84,38,38,0,206,206,530.0675,0.4138,0.0248,35.2249,0.4139,0.0114,31425,0.2541,659.1526,30.1875
baseline_a_1,10,16,3,5,0,128,10,1,17.5568,614.4978,473.1954,483,84,84,38,38,0,206,206,530.0675,0.4138,0.0248,35.2249,0.4139,0.0114,31425,0.2541,659.356,30.1875
baseline_a_1,10,16,3,5,0,128,10,1,18.0579,632.036,461.9828,483,84,84,38,38,0,206,206,530.0675,0.4138,0.0248,35.2249,0.4139,0.0114,31425,0.2541,659.2385,30.1875
baseline_a_1,10,16,3,5,0,128,10,1,18.558,649.537,404.4966,483,105,105,48,48,0,203,203,510.5549,0.4139,0.0247,35.9535,0.4101,0.0095,30921,0.2501,659.299,30.1875
baseline_a_1,10,16,3,5,0,128,10,1,19.0586,667.0607,418.0092,483,105,105,48,48,0,203,203,510.5549,0.4139,0.0247,35.9535,0.4101,0.0095,30921,0.2501,659.2963,30.1875
baseline_a_1,10,16,3,5,0,128,10,1,19.5589,684.5681,447.6608,483,105,105,48,48,0,203,203,510.5549,0.4139,0.0247,35.9535,0.4101,0.0095,30921,0.2501,659.2936,30.1875
baseline_a_1,10,16,3,5,0,128,10,1,20.0609,702.1382,414.2073,483,105,105,48,48,0,203,203,510.5549,0.4139,0.0247,35.9535,0.4101,0.0095,30921,0.2501,659.0693,30.1875
baseline_a_1,10,16,3,5,0,128,10,1,20.5646,719.771,163.8896,483,105,105,48,48,0,203,203,510.5549,0.4139,0.0247,35.9535,0.4101,0.0095,30921,0.2501,659.4462,30.1875
baseline_a_1,10,16,3,5,0,128,10,1,21.0648,737.276,159.5883,483,105,105,48,48,0,203,203,510.5549,0.4139,0.0247,35.9535,0.4101,0.0095,30921,0.2501,659.5936,30.1875
baseline_a_1,10,16,3,5,0,128,10,1,21.5659,754.8128,442.054,483,105,105,48,48,0,203,203,510.5549,0.4139,0.0247,35.9535,0.4101,0.0095,30921,0.2501,659.0366,30.1875
baseline_a_1,10,16,3,5,0,128,10,1,22.0659,772.313,414.7299,483,126,126,55,55,0,203,203,492.3892,0.4142,0.0246,33.2966,0.412,0.0095,31189,0.2522,659.4919,30.1875
baseline_a_1,10,16,3,5,0,128,10,1,22.5672,789.8616,401.5661,483,126,126,55,55,0,203,203,492.3892,0.4142,0.0246,33.2966,0.412,0.0095,31189,0.2522,659.3278,30.1875
baseline_a_1,10,16,3,5,0,128,10,1,23.0689,807.4173,417.5657,483,126,126,55,55,0,203,203,492.3892,0.4142,0.0246,33.2966,0.412,0.0095,31189,0.2522,659.1651,30.1875
baseline_a_1,10,16,3,5,0,128,10,1,23.569,824.9239,420.0429,483,126,126,55,55,0,203,203,492.3892,0.4142,0.0246,33.2966,0.412,0.0095,31189,0.2522,659.3224,30.1875
baseline_a_1,10,16,3,5,0,128,10,1,24.0692,842.431,417.1955,483,126,126,55,55,0,203,203,492.3892,0.4142,0.0246,33.2966,0.412,0.0095,31189,0.2522,659.1644,30.1875
baseline_a_1,10,16,3,5,0,128,10,1,24.5731,860.0648,153.3154,483,126,126,55,55,0,203,203,492.3892,0.4142,0.0246,33.2966,0.412,0.0095,31189,0.2522,659.3184,30.1875
baseline_a_1,10,16,3,5,0,128,10,1,25.0815,877.8615,69.0916,483,126,126,55,55,0,203,203,492.3892,0.4142,0.0246,33.2966,0.412,0.0095,31189,0.2522,659.4643,30.1875
baseline_a_1,10,16,3,5,0,128,10,1,25.5817,895.3668,393.1269,483,147,147,63,63,0,200,200,475.6508,0.4145,0.0244,36.9358,0.4196,0.0095,30745,0.2486,659.4109,30.1875
baseline_a_1,10,16,3,5,0,128,10,1,26.082,912.8782,418.9359,483,147,147,63,63,0,200,200,475.6508,0.4145,0.0244,36.9358,0.4196,0.0095,30745,0.2486,659.7391,30.1875
baseline_a_1,10,16,3,5,0,128,10,1,26.5839,930.4454,433.0724,483,147,147,63,63,0,200,200,475.6508,0.4145,0.0244,36.9358,0.4196,0.0095,30745,0.2486,659.4021,30.1875
baseline_a_1,10,16,3,5,0,128,10,1,27.0841,947.9498,431.2669,483,147,147,63,63,0,200,200,475.6508,0.4145,0.0244,36.9358,0.4196,0.0095,30745,0.2486,659.4021,30.1875
